Company ID,Client Status,Vertical Description,Group Description,Deal Type,Business Group,Enhanced Life Stage,Enhanced Lifestage Reason,State  ,Equity Raised To Date 
3598,Former Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$99,335K"
3598,Non-Client,E-Commerce,retail,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$16,700K"
3598,Client,Marketing Tech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$19,031K"
3599,Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$25,320K"
3601,Former Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,MA,"$246,200K"
3602,Non-Client,E-Commerce,retail,IPO,Tech,Large Corporate,Same,CA,"$638,000K"
3603,Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$120,000K"
3603,Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,OH,"$40,718K"
3604,Client,Big Data,agriculture,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NC,"$173,050K"
3604,Client,Big Data,healthcare technology systems,Early Stage VC,Tech,Early Stage,Moody - <$5MM,IL,"$12,330K"
3606,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$154,000K"
3606,Client,,consumer non-durables,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$66,704K"
3610,Former Client,B2B Payments,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$12,835K"
3611,Former Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$431,113K"
3611,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$82,875K"
3611,Client,Life Sciences,healthcare technology systems,Early Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$13,813K"
3613,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$45,400K"
3613,Client,Internet of Things,communications and networking,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$53,776K"
3613,Client,Life Sciences,healthcare technology systems,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$592,437K"
3614,Client,SaaS,it services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$26,751K"
3614,Client,Robotics and Drones,healthcare devices and supplies,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,FL,"$47,393K"
3614,Client,eSports,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$77,257K"
3615,Client,EdTech,software,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,FL,"$49,052K"
3615,Non-Client,Infrastructure,energy services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,VT,"$8,255K"
3615,Non-Client,EdTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$11,353K"
3616,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$17,366K"
3616,Non-Client,Wearables & Quantified Self,healthcare services,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$116,280K"
3616,Non-Client,Advanced Manufacturing,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MI,"$17,949K"
3616,Non-Client,Life Sciences,software,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$7,600K"
3617,Client,HealthTech,healthcare technology systems,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$26,760K"
3617,Non-Client,Mobile,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$8,377K"
3617,Client,EdTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$39,864K"
3617,Client,SaaS,software,Early Stage VC,Tech,Early Stage,Moody - <$5MM,CA,"$58,500K"
3617,Client,Internet of Things,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$120,730K"
3618,Non-Client,SaaS,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$15,994K"
3618,Client,HR Tech,media,Later Stage VC,Tech,Large Corporate,Moody - >$75MM,CA,"$219,000K"
3620,Non-Client,Beauty,consumer non-durables,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$97,755K"
3621,Non-Client,Mobile,services (non-financial),Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,WA,"$119,471K"
3622,Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,NC,"$36,438K"
3623,Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$17,333K"
3623,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,DC,"$64,000K"
3626,Non-Client,SaaS,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$8,448K"
3627,Former Client,Mobile,media,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$11,541K"
3628,Non-Client,LOHAS & Wellness,consumer non-durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$47,705K"
3629,Non-Client,Big Data,healthcare technology systems,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,IN,"$4,195K"
3629,Client,AdTech,commercial services,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,CA,"$31,001K"
3630,Client,HealthTech,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$25,000K"
3630,Client,E-Commerce,retail,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$57,697K"
3631,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,EXIT - IPO Event,MA,"$39,016K"
3632,Client,TMT,consumer durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$8,760K"
3633,Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$24,893K"
3633,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CT,"$31,650K"
3633,Client,Internet of Things,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$25,200K"
3633,Non-Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,FL,"$116,807K"
3634,Former Client,Internet of Things,communications and networking,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$52,789K"
3634,Client,Mobile,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$10,800K"
3634,Client,Mobile,communications and networking,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,NY,"$40,800K"
3634,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$25,398K"
3635,Client,TMT,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$169,737K"
3635,Former Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MD,"$10,500K"
3636,Client,FinTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$92,850K"
3636,Non-Client,HealthTech,healthcare services,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,FL,"$18,500K"
3636,Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$85,366K"
3636,Non-Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$71,613K"
3637,Client,Cybersecurity,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$178,250K"
3637,Client,Wearables & Quantified Self,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MA,"$107,405K"
3638,Client,Mobile,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$48,773K"
3638,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$11,592K"
3638,Client,TMT,media,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,TX,"$26,000K"
3639,Client,Big Data,healthcare technology systems,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$68,527K"
3639,Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,CA,"$386,250K"
3639,Client,Construction Technology,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$49,700K"
3639,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WA,"$36,200K"
3639,Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,PA,"$102,434K"
3641,Client,Big Data,computer hardware,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$75,000K"
3642,Client,eSports,media,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$146,300K"
3642,Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$18,409K"
3643,Non-Client,FinTech,insurance,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$1,278,916K"
3643,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,AZ,"$18,635K"
3643,Client,Mobile,media,Later Stage VC,Non,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$9,200K"
3644,Client,EdTech,consumer durables,Seed Round,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$76,900K"
3645,Client,Life Sciences,software,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$27,480K"
3645,Client,Mobile,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$63,120K"
3646,Client,Wearables & Quantified Self,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$68,874K"
3646,Former Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$170,798K"
3647,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$13,300K"
3647,Client,E-Commerce,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$32,621K"
3648,Client,TMT,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$29,177K"
3648,Former Client,EdTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CO,"$28,750K"
3650,Former Client,Internet of Things,services (non-financial),Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$17,387K"
3650,Client,TMT,software,Early Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,CO,"$51,175K"
3650,Non-Client,FinTech,other financial services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$167,076K"
3650,Non-Client,Manufacturing,transportation,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$22,524K"
3651,Client,E-Commerce,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$46,475K"
3651,Former Client,FinTech,media,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$151,050K"
3651,Non-Client,TMT,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,IL,"$18,266K"
3652,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$57,200K"
3652,Client,Robotics and Drones,consumer durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$13,930K"
3653,Former Client,SaaS,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$27,870K"
3653,Non-Client,Virtual Reality,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$74,650K"
3653,Non-Client,HR Tech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,PA,"$61,669K"
3653,Client,Space Technology,commercial products,Later Stage VC,Tech,Large Corporate,Same,CA,"$257,314K"
3653,Non-Client,CleanTech,energy equipment,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$15,640K"
3653,Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,CA,"$676,400K"
3654,Client,Real Estate Technology,commercial services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$124,060K"
3654,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,WI,"$25,289K"
3654,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MD,"$11,243K"
3654,Non-Client,CleanTech,commercial products,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WI,"$21,181K"
3654,Non-Client,AdTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$13,941K"
3655,Non-Client,CleanTech,chemicals and gases,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$23,238K"
3655,Non-Client,EdTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$151,632K"
3655,Non-Client,Mobile,healthcare technology systems,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,IN,"$6,055K"
3655,Client,FinTech,software,Later Stage VC,Tech,Large Corporate,Same,CO,"$245,875K"
3656,Non-Client,Manufacturing,commercial products,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,PA,"$7,474K"
3657,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NC,"$6,936K"
3657,Non-Client,Manufacturing,consumer durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,FL,"$32,700K"
3657,Client,Artificial Intelligence & Machine Learning,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,OR,"$59,683K"
3657,Non-Client,Mobile,transportation,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$9,076K"
3658,Client,FinTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$246,000K"
3658,Client,Big Data,commercial transportation,Early Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$15,961K"
3658,Client,E-Commerce,media,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$132,152K"
3658,Non-Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,PA,"$4,894K"
3659,Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$74,772K"
3659,Client,Mobile,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$37,870K"
3659,Former Client,TMT,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$6,190K"
3660,Client,Mobile,media,Seed Round,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$17,000K"
3662,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$39,034K"
3663,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,FL,"$117,250K"
3663,Client,Mobile,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$33,237K"
3664,Former Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WA,"$7,464K"
3664,Former Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$27,966K"
3664,Former Client,TMT,consumer durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NC,"$35,967K"
3664,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$161,544K"
3665,Former Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$49,615K"
3665,Non-Client,EdTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,IL,"$9,237K"
3666,Non-Client,EdTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$61,410K"
3666,Non-Client,Big Data,transportation,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$53,619K"
3669,Client,FinTech,other financial services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$458,560K"
3669,Non-Client,E-Commerce,"restaurants, hotels and leisure",Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$27,900K"
3671,Non-Client,AdTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,OR,"$5,313K"
3671,Client,SaaS,healthcare technology systems,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$6,000K"
3672,Client,TMT,computer hardware,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$186,000K"
3672,Former Client,CleanTech,commercial services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$50,000K"
3672,Client,E-Commerce,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$33,250K"
3673,Former Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$18,678K"
3674,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$68,575K"
3675,Non-Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,WA,"$7,062K"
3675,Non-Client,Internet of Things,transportation,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MO,"$24,000K"
3676,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MN,"$9,106K"
3676,Client,AdTech,commercial services,Early Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,CA,"$16,570K"
3677,Non-Client,AdTech,software,Later Stage VC,Tech,Large Corporate,Same,NY,"$41,109K"
3677,Former Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$43,359K"
3678,Non-Client,SaaS,healthcare technology systems,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MI,"$16,042K"
3678,Client,EdTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$101,220K"
3678,Non-Client,,services (non-financial),Seed Round,Tech,Early Stage,PB - Early Stage >=$4MM,,"$12,500K"
3679,Client,LOHAS & Wellness,consumer non-durables,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$91,529K"
3679,Client,Mobile,healthcare technology systems,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,SC,"$37,170K"
3680,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$130,300K"
3680,Client,Advanced Manufacturing,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$16,147K"
3680,Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$46,613K"
3681,Non-Client,CleanTech,computer hardware,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$18,080K"
3682,Non-Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,CT,"$288,997K"
3682,Non-Client,HealthTech,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$47,559K"
3682,Former Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$12,948K"
3683,Client,Life Sciences,healthcare devices and supplies,IPO,LifeSci,Large Corporate,EXIT - IPO Event,CA,"$258,598K"
3683,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$31,925K"
3684,Non-Client,,"exploration, production and refining",Later Stage VC,Non,Large Corporate,PB - Later Stage >=$50MM,NJ,"$132,282K"
3684,Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$14,700K"
3684,Client,Mobile,services (non-financial),Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$105,588K"
3686,Client,SaaS,healthcare technology systems,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$102,950K"
3686,Client,TMT,semiconductors,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$164,413K"
3687,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$45,821K"
3688,Non-Client,FinTech,healthcare services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$12,782K"
3688,Former Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,PA,"$545,000K"
3688,Client,SaaS,it services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,WA,"$67,662K"
3690,Client,Mobile,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$39,000K"
3692,Client,E-Commerce,retail,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CO,"$4,724K"
3692,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$117,051K"
3692,Former Client,Big Data,commercial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$19,100K"
3693,Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$95,000K"
3693,Client,HR Tech,commercial services,Seed Round,Tech,Early Stage,Moody - <$5MM,CO,"$3,990K"
3693,Client,Big Data,software,Early Stage VC,Tech,Early Stage,Moody - <$5MM,MA,"$24,450K"
3693,Client,Big Data,software,Seed Round,Tech,Early Stage,Moody - <$5MM,MA,"$5,250K"
3694,Client,Cybersecurity,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$4,100K"
3694,Client,CleanTech,transportation,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$8,912K"
3694,Former Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,PA,"$28,325K"
3694,Former Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$22,756K"
3694,Client,Big Data,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$10,024K"
3695,Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$38,882K"
3695,Client,Cybersecurity,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,OH,"$72,800K"
3695,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$15,941K"
3696,Client,EdTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$16,117K"
3696,Client,Mobile,healthcare technology systems,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$22,206K"
3696,Client,Manufacturing,computer hardware,Later Stage VC,Tech,Large Corporate,Same,MA,"$103,184K"
3696,Client,FinTech,other financial services,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,NY,"$47,923K"
3696,Client,EdTech,commercial services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$81,302K"
3696,Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,PB - IPO Event,MA,"$261,000K"
3696,Non-Client,,healthcare services,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,TN,"$96,943K"
3697,Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,WA,"$57,812K"
3698,Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$7,745K"
3700,Client,Internet of Things,software,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,CA,"$38,170K"
3700,Client,FinTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$133,000K"
3701,Client,SaaS,software,Early Stage VC,Tech,Early Stage,Moody - <$5MM,MA,"$13,700K"
3701,Client,FinTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$469,000K"
3701,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$160,774K"
3701,Client,Big Data,it services,Early Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,CA,"$70,306K"
3702,Non-Client,Restaurant Technology,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,VA,"$16,750K"
3702,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$27,534K"
3702,Client,SaaS,healthcare technology systems,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,GA,"$10,670K"
3703,Client,Internet of Things,communications and networking,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,IL,"$11,138K"
3703,Client,E-Commerce,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MD,"$6,425K"
3704,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MO,"$11,133K"
3704,Client,AdTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$75,540K"
3704,Client,FinTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$482,000K"
3704,Client,E-Commerce,consumer non-durables,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$192,394K"
3704,Non-Client,SaaS,healthcare technology systems,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WI,"$16,391K"
3705,Client,Big Data,commercial services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$152,437K"
